sample_id,source_document_id,document_family_id,doc_type,source_type,manipulation_type,is_tampered,bounding_box,tampered_pixel_count,tampered_area_percentage,original_path,tampered_path,mask_path,width,height,dataset_split,license
syn_doc_family_receipt_006_inst_00_v4_copy_move_intra,doc_family_receipt_006_inst_00,doc_family_receipt_006,receipt,synthetic,copy_move_intra,1,"[129, 699, 203, 736]",2738,0.507,data\synthetic\originals\doc_family_receipt_006_inst_00.png,data\train\images\syn_doc_family_receipt_006_inst_00_v4_copy_move_intra.png,data\train\masks\syn_doc_family_receipt_006_inst_00_v4_copy_move_intra.png,600,900,train,MIT
syn_doc_family_receipt_007_inst_00_authentic,doc_family_receipt_007_inst_00,doc_family_receipt_007,receipt,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_receipt_007_inst_00.png,data\train\images\syn_doc_family_receipt_007_inst_00_authentic.png,data\train\masks\syn_doc_family_receipt_007_inst_00_authentic.png,600,900,train,MIT
syn_doc_family_receipt_007_inst_00_v1_copy_paste_inter,doc_family_receipt_007_inst_00,doc_family_receipt_007,receipt,synthetic,copy_paste_inter,1,"[112, 363, 271, 404]",6519,1.2072,data\synthetic\originals\doc_family_receipt_007_inst_00.png,data\train\images\syn_doc_family_receipt_007_inst_00_v1_copy_paste_inter.png,data\train\masks\syn_doc_family_receipt_007_inst_00_v1_copy_paste_inter.png,600,900,train,MIT
syn_doc_family_receipt_007_inst_00_v2_signature_manipulation,doc_family_receipt_007_inst_00,doc_family_receipt_007,receipt,synthetic,signature_manipulation,1,"[257, 778, 415, 845]",10586,1.9604,data\synthetic\originals\doc_family_receipt_007_inst_00.png,data\train\images\syn_doc_family_receipt_007_inst_00_v2_signature_manipulation.png,data\train\masks\syn_doc_family_receipt_007_inst_00_v2_signature_manipulation.png,600,900,train,MIT
syn_doc_family_receipt_007_inst_00_v3_photo_replacement,doc_family_receipt_007_inst_00,doc_family_receipt_007,receipt,synthetic,photo_replacement,1,"[210, 480, 319, 783]",33027,6.1161,data\synthetic\originals\doc_family_receipt_007_inst_00.png,data\train\images\syn_doc_family_receipt_007_inst_00_v3_photo_replacement.png,data\train\masks\syn_doc_family_receipt_007_inst_00_v3_photo_replacement.png,600,900,train,MIT
syn_doc_family_receipt_007_inst_00_v4_stamp_seal_manipulation,doc_family_receipt_007_inst_00,doc_family_receipt_007,receipt,synthetic,stamp_seal_manipulation,1,"[374, 393, 504, 523]",2891,0.5354,data\synthetic\originals\doc_family_receipt_007_inst_00.png,data\train\images\syn_doc_family_receipt_007_inst_00_v4_stamp_seal_manipulation.png,data\train\masks\syn_doc_family_receipt_007_inst_00_v4_stamp_seal_manipulation.png,600,900,train,MIT
syn_doc_family_receipt_008_inst_00_authentic,doc_family_receipt_008_inst_00,doc_family_receipt_008,receipt,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_receipt_008_inst_00.png,data\train\images\syn_doc_family_receipt_008_inst_00_authentic.png,data\train\masks\syn_doc_family_receipt_008_inst_00_authentic.png,600,900,train,MIT
syn_doc_family_receipt_008_inst_00_v1_region_removal,doc_family_receipt_008_inst_00,doc_family_receipt_008,receipt,synthetic,region_removal,1,"[221, 406, 477, 500]",24064,4.4563,data\synthetic\originals\doc_family_receipt_008_inst_00.png,data\train\images\syn_doc_family_receipt_008_inst_00_v1_region_removal.png,data\train\masks\syn_doc_family_receipt_008_inst_00_v1_region_removal.png,600,900,train,MIT
syn_doc_family_receipt_008_inst_00_v2_local_inpainting,doc_family_receipt_008_inst_00,doc_family_receipt_008,receipt,synthetic,local_inpainting,1,"[351, 266, 513, 319]",8586,1.59,data\synthetic\originals\doc_family_receipt_008_inst_00.png,data\train\images\syn_doc_family_receipt_008_inst_00_v2_local_inpainting.png,data\train\masks\syn_doc_family_receipt_008_inst_00_v2_local_inpainting.png,600,900,train,MIT
syn_doc_family_receipt_008_inst_00_v3_text_replacement,doc_family_receipt_008_inst_00,doc_family_receipt_008,receipt,synthetic,text_replacement,1,"[211, 237, 383, 286]",8428,1.5607,data\synthetic\originals\doc_family_receipt_008_inst_00.png,data\train\images\syn_doc_family_receipt_008_inst_00_v3_text_replacement.png,data\train\masks\syn_doc_family_receipt_008_inst_00_v3_text_replacement.png,600,900,train,MIT
syn_doc_family_receipt_008_inst_00_v4_number_amount_replacement,doc_family_receipt_008_inst_00,doc_family_receipt_008,receipt,synthetic,number_amount_replacement,1,"[321, 567, 472, 601]",5134,0.9507,data\synthetic\originals\doc_family_receipt_008_inst_00.png,data\train\images\syn_doc_family_receipt_008_inst_00_v4_number_amount_replacement.png,data\train\masks\syn_doc_family_receipt_008_inst_00_v4_number_amount_replacement.png,600,900,train,MIT
syn_doc_family_receipt_009_inst_00_authentic,doc_family_receipt_009_inst_00,doc_family_receipt_009,receipt,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_receipt_009_inst_00.png,data\test\images\syn_doc_family_receipt_009_inst_00_authentic.png,data\test\masks\syn_doc_family_receipt_009_inst_00_authentic.png,600,900,test,MIT
syn_doc_family_receipt_009_inst_00_v1_date_replacement,doc_family_receipt_009_inst_00,doc_family_receipt_009,receipt,synthetic,date_replacement,1,"[351, 346, 496, 390]",6380,1.1815,data\synthetic\originals\doc_family_receipt_009_inst_00.png,data\test\images\syn_doc_family_receipt_009_inst_00_v1_date_replacement.png,data\test\masks\syn_doc_family_receipt_009_inst_00_v1_date_replacement.png,600,900,test,MIT
syn_doc_family_receipt_009_inst_00_v2_copy_move_intra,doc_family_receipt_009_inst_00,doc_family_receipt_009,receipt,synthetic,copy_move_intra,1,"[194, 752, 304, 788]",3960,0.7333,data\synthetic\originals\doc_family_receipt_009_inst_00.png,data\test\images\syn_doc_family_receipt_009_inst_00_v2_copy_move_intra.png,data\test\masks\syn_doc_family_receipt_009_inst_00_v2_copy_move_intra.png,600,900,test,MIT
syn_doc_family_receipt_009_inst_00_v3_copy_paste_inter,doc_family_receipt_009_inst_00,doc_family_receipt_009,receipt,synthetic,copy_paste_inter,1,"[190, 246, 365, 316]",12250,2.2685,data\synthetic\originals\doc_family_receipt_009_inst_00.png,data\test\images\syn_doc_family_receipt_009_inst_00_v3_copy_paste_inter.png,data\test\masks\syn_doc_family_receipt_009_inst_00_v3_copy_paste_inter.png,600,900,test,MIT
syn_doc_family_receipt_009_inst_00_v4_signature_manipulation,doc_family_receipt_009_inst_00,doc_family_receipt_009,receipt,synthetic,signature_manipulation,1,"[362, 782, 545, 835]",9699,1.7961,data\synthetic\originals\doc_family_receipt_009_inst_00.png,data\test\images\syn_doc_family_receipt_009_inst_00_v4_signature_manipulation.png,data\test\masks\syn_doc_family_receipt_009_inst_00_v4_signature_manipulation.png,600,900,test,MIT
syn_doc_family_receipt_010_inst_00_authentic,doc_family_receipt_010_inst_00,doc_family_receipt_010,receipt,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_receipt_010_inst_00.png,data\test\images\syn_doc_family_receipt_010_inst_00_authentic.png,data\test\masks\syn_doc_family_receipt_010_inst_00_authentic.png,600,900,test,MIT
syn_doc_family_receipt_010_inst_00_v1_photo_replacement,doc_family_receipt_010_inst_00,doc_family_receipt_010,receipt,synthetic,photo_replacement,1,"[125, 162, 271, 380]",31828,5.8941,data\synthetic\originals\doc_family_receipt_010_inst_00.png,data\test\images\syn_doc_family_receipt_010_inst_00_v1_photo_replacement.png,data\test\masks\syn_doc_family_receipt_010_inst_00_v1_photo_replacement.png,600,900,test,MIT
syn_doc_family_receipt_010_inst_00_v2_stamp_seal_manipulation,doc_family_receipt_010_inst_00,doc_family_receipt_010,receipt,synthetic,stamp_seal_manipulation,1,"[255, 601, 365, 711]",2157,0.3994,data\synthetic\originals\doc_family_receipt_010_inst_00.png,data\test\images\syn_doc_family_receipt_010_inst_00_v2_stamp_seal_manipulation.png,data\test\masks\syn_doc_family_receipt_010_inst_00_v2_stamp_seal_manipulation.png,600,900,test,MIT
syn_doc_family_receipt_010_inst_00_v3_region_removal,doc_family_receipt_010_inst_00,doc_family_receipt_010,receipt,synthetic,region_removal,1,"[93, 586, 251, 647]",9638,1.7848,data\synthetic\originals\doc_family_receipt_010_inst_00.png,data\test\images\syn_doc_family_receipt_010_inst_00_v3_region_removal.png,data\test\masks\syn_doc_family_receipt_010_inst_00_v3_region_removal.png,600,900,test,MIT
syn_doc_family_receipt_010_inst_00_v4_local_inpainting,doc_family_receipt_010_inst_00,doc_family_receipt_010,receipt,synthetic,local_inpainting,1,"[333, 431, 420, 461]",2610,0.4833,data\synthetic\originals\doc_family_receipt_010_inst_00.png,data\test\images\syn_doc_family_receipt_010_inst_00_v4_local_inpainting.png,data\test\masks\syn_doc_family_receipt_010_inst_00_v4_local_inpainting.png,600,900,test,MIT
syn_doc_family_receipt_011_inst_00_authentic,doc_family_receipt_011_inst_00,doc_family_receipt_011,receipt,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_receipt_011_inst_00.png,data\train\images\syn_doc_family_receipt_011_inst_00_authentic.png,data\train\masks\syn_doc_family_receipt_011_inst_00_authentic.png,600,900,train,MIT
syn_doc_family_receipt_011_inst_00_v1_text_replacement,doc_family_receipt_011_inst_00,doc_family_receipt_011,receipt,synthetic,text_replacement,1,"[192, 574, 401, 616]",8778,1.6256,data\synthetic\originals\doc_family_receipt_011_inst_00.png,data\train\images\syn_doc_family_receipt_011_inst_00_v1_text_replacement.png,data\train\masks\syn_doc_family_receipt_011_inst_00_v1_text_replacement.png,600,900,train,MIT
syn_doc_family_receipt_011_inst_00_v2_number_amount_replacement,doc_family_receipt_011_inst_00,doc_family_receipt_011,receipt,synthetic,number_amount_replacement,1,"[407, 458, 533, 492]",4284,0.7933,data\synthetic\originals\doc_family_receipt_011_inst_00.png,data\train\images\syn_doc_family_receipt_011_inst_00_v2_number_amount_replacement.png,data\train\masks\syn_doc_family_receipt_011_inst_00_v2_number_amount_replacement.png,600,900,train,MIT
syn_doc_family_receipt_011_inst_00_v3_date_replacement,doc_family_receipt_011_inst_00,doc_family_receipt_011,receipt,synthetic,date_replacement,1,"[443, 223, 560, 255]",3744,0.6933,data\synthetic\originals\doc_family_receipt_011_inst_00.png,data\train\images\syn_doc_family_receipt_011_inst_00_v3_date_replacement.png,data\train\masks\syn_doc_family_receipt_011_inst_00_v3_date_replacement.png,600,900,train,MIT
syn_doc_family_receipt_011_inst_00_v4_copy_move_intra,doc_family_receipt_011_inst_00,doc_family_receipt_011,receipt,synthetic,copy_move_intra,1,"[435, 221, 524, 287]",5874,1.0878,data\synthetic\originals\doc_family_receipt_011_inst_00.png,data\train\images\syn_doc_family_receipt_011_inst_00_v4_copy_move_intra.png,data\train\masks\syn_doc_family_receipt_011_inst_00_v4_copy_move_intra.png,600,900,train,MIT
syn_doc_family_receipt_012_inst_00_authentic,doc_family_receipt_012_inst_00,doc_family_receipt_012,receipt,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_receipt_012_inst_00.png,data\val\images\syn_doc_family_receipt_012_inst_00_authentic.png,data\val\masks\syn_doc_family_receipt_012_inst_00_authentic.png,600,900,val,MIT
syn_doc_family_receipt_012_inst_00_v1_copy_paste_inter,doc_family_receipt_012_inst_00,doc_family_receipt_012,receipt,synthetic,copy_paste_inter,1,"[317, 258, 471, 309]",7854,1.4544,data\synthetic\originals\doc_family_receipt_012_inst_00.png,data\val\images\syn_doc_family_receipt_012_inst_00_v1_copy_paste_inter.png,data\val\masks\syn_doc_family_receipt_012_inst_00_v1_copy_paste_inter.png,600,900,val,MIT
syn_doc_family_receipt_012_inst_00_v2_signature_manipulation,doc_family_receipt_012_inst_00,doc_family_receipt_012,receipt,synthetic,signature_manipulation,1,"[279, 764, 432, 821]",8721,1.615,data\synthetic\originals\doc_family_receipt_012_inst_00.png,data\val\images\syn_doc_family_receipt_012_inst_00_v2_signature_manipulation.png,data\val\masks\syn_doc_family_receipt_012_inst_00_v2_signature_manipulation.png,600,900,val,MIT
syn_doc_family_receipt_012_inst_00_v3_photo_replacement,doc_family_receipt_012_inst_00,doc_family_receipt_012,receipt,synthetic,photo_replacement,1,"[167, 214, 322, 447]",36115,6.688,data\synthetic\originals\doc_family_receipt_012_inst_00.png,data\val\images\syn_doc_family_receipt_012_inst_00_v3_photo_replacement.png,data\val\masks\syn_doc_family_receipt_012_inst_00_v3_photo_replacement.png,600,900,val,MIT
syn_doc_family_receipt_012_inst_00_v4_stamp_seal_manipulation,doc_family_receipt_012_inst_00,doc_family_receipt_012,receipt,synthetic,stamp_seal_manipulation,1,"[244, 375, 382, 513]",3056,0.5659,data\synthetic\originals\doc_family_receipt_012_inst_00.png,data\val\images\syn_doc_family_receipt_012_inst_00_v4_stamp_seal_manipulation.png,data\val\masks\syn_doc_family_receipt_012_inst_00_v4_stamp_seal_manipulation.png,600,900,val,MIT
syn_doc_family_receipt_013_inst_00_authentic,doc_family_receipt_013_inst_00,doc_family_receipt_013,receipt,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_receipt_013_inst_00.png,data\train\images\syn_doc_family_receipt_013_inst_00_authentic.png,data\train\masks\syn_doc_family_receipt_013_inst_00_authentic.png,600,900,train,MIT
syn_doc_family_receipt_013_inst_00_v1_region_removal,doc_family_receipt_013_inst_00,doc_family_receipt_013,receipt,synthetic,region_removal,1,"[236, 575, 451, 659]",18060,3.3444,data\synthetic\originals\doc_family_receipt_013_inst_00.png,data\train\images\syn_doc_family_receipt_013_inst_00_v1_region_removal.png,data\train\masks\syn_doc_family_receipt_013_inst_00_v1_region_removal.png,600,900,train,MIT
syn_doc_family_receipt_013_inst_00_v2_local_inpainting,doc_family_receipt_013_inst_00,doc_family_receipt_013,receipt,synthetic,local_inpainting,1,"[201, 355, 318, 377]",2574,0.4767,data\synthetic\originals\doc_family_receipt_013_inst_00.png,data\train\images\syn_doc_family_receipt_013_inst_00_v2_local_inpainting.png,data\train\masks\syn_doc_family_receipt_013_inst_00_v2_local_inpainting.png,600,900,train,MIT
syn_doc_family_receipt_013_inst_00_v3_text_replacement,doc_family_receipt_013_inst_00,doc_family_receipt_013,receipt,synthetic,text_replacement,1,"[307, 471, 506, 506]",6965,1.2898,data\synthetic\originals\doc_family_receipt_013_inst_00.png,data\train\images\syn_doc_family_receipt_013_inst_00_v3_text_replacement.png,data\train\masks\syn_doc_family_receipt_013_inst_00_v3_text_replacement.png,600,900,train,MIT
syn_doc_family_receipt_013_inst_00_v4_number_amount_replacement,doc_family_receipt_013_inst_00,doc_family_receipt_013,receipt,synthetic,number_amount_replacement,1,"[431, 441, 517, 487]",3956,0.7326,data\synthetic\originals\doc_family_receipt_013_inst_00.png,data\train\images\syn_doc_family_receipt_013_inst_00_v4_number_amount_replacement.png,data\train\masks\syn_doc_family_receipt_013_inst_00_v4_number_amount_replacement.png,600,900,train,MIT
syn_doc_family_receipt_014_inst_00_authentic,doc_family_receipt_014_inst_00,doc_family_receipt_014,receipt,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_receipt_014_inst_00.png,data\val\images\syn_doc_family_receipt_014_inst_00_authentic.png,data\val\masks\syn_doc_family_receipt_014_inst_00_authentic.png,600,900,val,MIT
syn_doc_family_receipt_014_inst_00_v1_date_replacement,doc_family_receipt_014_inst_00,doc_family_receipt_014,receipt,synthetic,date_replacement,1,"[253, 171, 417, 204]",5412,1.0022,data\synthetic\originals\doc_family_receipt_014_inst_00.png,data\val\images\syn_doc_family_receipt_014_inst_00_v1_date_replacement.png,data\val\masks\syn_doc_family_receipt_014_inst_00_v1_date_replacement.png,600,900,val,MIT
syn_doc_family_receipt_014_inst_00_v2_copy_move_intra,doc_family_receipt_014_inst_00,doc_family_receipt_014,receipt,synthetic,copy_move_intra,1,"[393, 356, 513, 430]",8880,1.6444,data\synthetic\originals\doc_family_receipt_014_inst_00.png,data\val\images\syn_doc_family_receipt_014_inst_00_v2_copy_move_intra.png,data\val\masks\syn_doc_family_receipt_014_inst_00_v2_copy_move_intra.png,600,900,val,MIT
syn_doc_family_receipt_014_inst_00_v3_copy_paste_inter,doc_family_receipt_014_inst_00,doc_family_receipt_014,receipt,synthetic,copy_paste_inter,1,"[257, 540, 443, 607]",12462,2.3078,data\synthetic\originals\doc_family_receipt_014_inst_00.png,data\val\images\syn_doc_family_receipt_014_inst_00_v3_copy_paste_inter.png,data\val\masks\syn_doc_family_receipt_014_inst_00_v3_copy_paste_inter.png,600,900,val,MIT
syn_doc_family_receipt_014_inst_00_v4_signature_manipulation,doc_family_receipt_014_inst_00,doc_family_receipt_014,receipt,synthetic,signature_manipulation,1,"[305, 710, 474, 794]",14196,2.6289,data\synthetic\originals\doc_family_receipt_014_inst_00.png,data\val\images\syn_doc_family_receipt_014_inst_00_v4_signature_manipulation.png,data\val\masks\syn_doc_family_receipt_014_inst_00_v4_signature_manipulation.png,600,900,val,MIT
syn_doc_family_receipt_015_inst_00_authentic,doc_family_receipt_015_inst_00,doc_family_receipt_015,receipt,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_receipt_015_inst_00.png,data\train\images\syn_doc_family_receipt_015_inst_00_authentic.png,data\train\masks\syn_doc_family_receipt_015_inst_00_authentic.png,600,900,train,MIT
syn_doc_family_receipt_015_inst_00_v1_photo_replacement,doc_family_receipt_015_inst_00,doc_family_receipt_015,receipt,synthetic,photo_replacement,1,"[57, 326, 214, 538]",33284,6.1637,data\synthetic\originals\doc_family_receipt_015_inst_00.png,data\train\images\syn_doc_family_receipt_015_inst_00_v1_photo_replacement.png,data\train\masks\syn_doc_family_receipt_015_inst_00_v1_photo_replacement.png,600,900,train,MIT
syn_doc_family_receipt_015_inst_00_v2_stamp_seal_manipulation,doc_family_receipt_015_inst_00,doc_family_receipt_015,receipt,synthetic,stamp_seal_manipulation,1,"[248, 480, 370, 602]",2662,0.493,data\synthetic\originals\doc_family_receipt_015_inst_00.png,data\train\images\syn_doc_family_receipt_015_inst_00_v2_stamp_seal_manipulation.png,data\train\masks\syn_doc_family_receipt_015_inst_00_v2_stamp_seal_manipulation.png,600,900,train,MIT
syn_doc_family_receipt_015_inst_00_v3_region_removal,doc_family_receipt_015_inst_00,doc_family_receipt_015,receipt,synthetic,region_removal,1,"[167, 429, 328, 533]",16744,3.1007,data\synthetic\originals\doc_family_receipt_015_inst_00.png,data\train\images\syn_doc_family_receipt_015_inst_00_v3_region_removal.png,data\train\masks\syn_doc_family_receipt_015_inst_00_v3_region_removal.png,600,900,train,MIT
syn_doc_family_receipt_015_inst_00_v4_local_inpainting,doc_family_receipt_015_inst_00,doc_family_receipt_015,receipt,synthetic,local_inpainting,1,"[354, 314, 468, 345]",3534,0.6544,data\synthetic\originals\doc_family_receipt_015_inst_00.png,data\train\images\syn_doc_family_receipt_015_inst_00_v4_local_inpainting.png,data\train\masks\syn_doc_family_receipt_015_inst_00_v4_local_inpainting.png,600,900,train,MIT
syn_doc_family_receipt_016_inst_00_authentic,doc_family_receipt_016_inst_00,doc_family_receipt_016,receipt,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_receipt_016_inst_00.png,data\test\images\syn_doc_family_receipt_016_inst_00_authentic.png,data\test\masks\syn_doc_family_receipt_016_inst_00_authentic.png,600,900,test,MIT
syn_doc_family_receipt_016_inst_00_v1_text_replacement,doc_family_receipt_016_inst_00,doc_family_receipt_016,receipt,synthetic,text_replacement,1,"[107, 527, 262, 576]",7595,1.4065,data\synthetic\originals\doc_family_receipt_016_inst_00.png,data\test\images\syn_doc_family_receipt_016_inst_00_v1_text_replacement.png,data\test\masks\syn_doc_family_receipt_016_inst_00_v1_text_replacement.png,600,900,test,MIT
syn_doc_family_receipt_016_inst_00_v2_number_amount_replacement,doc_family_receipt_016_inst_00,doc_family_receipt_016,receipt,synthetic,number_amount_replacement,1,"[319, 663, 422, 690]",2781,0.515,data\synthetic\originals\doc_family_receipt_016_inst_00.png,data\test\images\syn_doc_family_receipt_016_inst_00_v2_number_amount_replacement.png,data\test\masks\syn_doc_family_receipt_016_inst_00_v2_number_amount_replacement.png,600,900,test,MIT
syn_doc_family_receipt_016_inst_00_v3_date_replacement,doc_family_receipt_016_inst_00,doc_family_receipt_016,receipt,synthetic,date_replacement,1,"[287, 302, 402, 340]",4370,0.8093,data\synthetic\originals\doc_family_receipt_016_inst_00.png,data\test\images\syn_doc_family_receipt_016_inst_00_v3_date_replacement.png,data\test\masks\syn_doc_family_receipt_016_inst_00_v3_date_replacement.png,600,900,test,MIT
syn_doc_family_receipt_016_inst_00_v4_copy_move_intra,doc_family_receipt_016_inst_00,doc_family_receipt_016,receipt,synthetic,copy_move_intra,1,"[195, 680, 345, 755]",11250,2.0833,data\synthetic\originals\doc_family_receipt_016_inst_00.png,data\test\images\syn_doc_family_receipt_016_inst_00_v4_copy_move_intra.png,data\test\masks\syn_doc_family_receipt_016_inst_00_v4_copy_move_intra.png,600,900,test,MIT
syn_doc_family_receipt_017_inst_00_authentic,doc_family_receipt_017_inst_00,doc_family_receipt_017,receipt,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_receipt_017_inst_00.png,data\test\images\syn_doc_family_receipt_017_inst_00_authentic.png,data\test\masks\syn_doc_family_receipt_017_inst_00_authentic.png,600,900,test,MIT
syn_doc_family_receipt_017_inst_00_v1_copy_paste_inter,doc_family_receipt_017_inst_00,doc_family_receipt_017,receipt,synthetic,copy_paste_inter,1,"[97, 469, 298, 523]",10854,2.01,data\synthetic\originals\doc_family_receipt_017_inst_00.png,data\test\images\syn_doc_family_receipt_017_inst_00_v1_copy_paste_inter.png,data\test\masks\syn_doc_family_receipt_017_inst_00_v1_copy_paste_inter.png,600,900,test,MIT
syn_doc_family_receipt_017_inst_00_v2_signature_manipulation,doc_family_receipt_017_inst_00,doc_family_receipt_017,receipt,synthetic,signature_manipulation,1,"[75, 585, 217, 661]",10792,1.9985,data\synthetic\originals\doc_family_receipt_017_inst_00.png,data\test\images\syn_doc_family_receipt_017_inst_00_v2_signature_manipulation.png,data\test\masks\syn_doc_family_receipt_017_inst_00_v2_signature_manipulation.png,600,900,test,MIT
syn_doc_family_receipt_017_inst_00_v3_photo_replacement,doc_family_receipt_017_inst_00,doc_family_receipt_017,receipt,synthetic,photo_replacement,1,"[131, 371, 255, 665]",36456,6.7511,data\synthetic\originals\doc_family_receipt_017_inst_00.png,data\test\images\syn_doc_family_receipt_017_inst_00_v3_photo_replacement.png,data\test\masks\syn_doc_family_receipt_017_inst_00_v3_photo_replacement.png,600,900,test,MIT
syn_doc_family_receipt_017_inst_00_v4_stamp_seal_manipulation,doc_family_receipt_017_inst_00,doc_family_receipt_017,receipt,synthetic,stamp_seal_manipulation,1,"[342, 389, 488, 535]",3377,0.6254,data\synthetic\originals\doc_family_receipt_017_inst_00.png,data\test\images\syn_doc_family_receipt_017_inst_00_v4_stamp_seal_manipulation.png,data\test\masks\syn_doc_family_receipt_017_inst_00_v4_stamp_seal_manipulation.png,600,900,test,MIT
syn_doc_family_receipt_018_inst_00_authentic,doc_family_receipt_018_inst_00,doc_family_receipt_018,receipt,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_receipt_018_inst_00.png,data\train\images\syn_doc_family_receipt_018_inst_00_authentic.png,data\train\masks\syn_doc_family_receipt_018_inst_00_authentic.png,600,900,train,MIT
syn_doc_family_receipt_018_inst_00_v1_region_removal,doc_family_receipt_018_inst_00,doc_family_receipt_018,receipt,synthetic,region_removal,1,"[335, 707, 538, 789]",16646,3.0826,data\synthetic\originals\doc_family_receipt_018_inst_00.png,data\train\images\syn_doc_family_receipt_018_inst_00_v1_region_removal.png,data\train\masks\syn_doc_family_receipt_018_inst_00_v1_region_removal.png,600,900,train,MIT
syn_doc_family_receipt_018_inst_00_v2_local_inpainting,doc_family_receipt_018_inst_00,doc_family_receipt_018,receipt,synthetic,local_inpainting,1,"[366, 345, 488, 374]",3538,0.6552,data\synthetic\originals\doc_family_receipt_018_inst_00.png,data\train\images\syn_doc_family_receipt_018_inst_00_v2_local_inpainting.png,data\train\masks\syn_doc_family_receipt_018_inst_00_v2_local_inpainting.png,600,900,train,MIT
syn_doc_family_receipt_018_inst_00_v3_text_replacement,doc_family_receipt_018_inst_00,doc_family_receipt_018,receipt,synthetic,text_replacement,1,"[324, 596, 536, 625]",6148,1.1385,data\synthetic\originals\doc_family_receipt_018_inst_00.png,data\train\images\syn_doc_family_receipt_018_inst_00_v3_text_replacement.png,data\train\masks\syn_doc_family_receipt_018_inst_00_v3_text_replacement.png,600,900,train,MIT
syn_doc_family_receipt_018_inst_00_v4_number_amount_replacement,doc_family_receipt_018_inst_00,doc_family_receipt_018,receipt,synthetic,number_amount_replacement,1,"[436, 597, 535, 636]",3861,0.715,data\synthetic\originals\doc_family_receipt_018_inst_00.png,data\train\images\syn_doc_family_receipt_018_inst_00_v4_number_amount_replacement.png,data\train\masks\syn_doc_family_receipt_018_inst_00_v4_number_amount_replacement.png,600,900,train,MIT
syn_doc_family_receipt_019_inst_00_authentic,doc_family_receipt_019_inst_00,doc_family_receipt_019,receipt,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_receipt_019_inst_00.png,data\test\images\syn_doc_family_receipt_019_inst_00_authentic.png,data\test\masks\syn_doc_family_receipt_019_inst_00_authentic.png,600,900,test,MIT
syn_doc_family_receipt_019_inst_00_v1_date_replacement,doc_family_receipt_019_inst_00,doc_family_receipt_019,receipt,synthetic,date_replacement,1,"[412, 306, 551, 339]",4587,0.8494,data\synthetic\originals\doc_family_receipt_019_inst_00.png,data\test\images\syn_doc_family_receipt_019_inst_00_v1_date_replacement.png,data\test\masks\syn_doc_family_receipt_019_inst_00_v1_date_replacement.png,600,900,test,MIT
syn_doc_family_receipt_019_inst_00_v2_copy_move_intra,doc_family_receipt_019_inst_00,doc_family_receipt_019,receipt,synthetic,copy_move_intra,1,"[289, 199, 415, 238]",4914,0.91,data\synthetic\originals\doc_family_receipt_019_inst_00.png,data\test\images\syn_doc_family_receipt_019_inst_00_v2_copy_move_intra.png,data\test\masks\syn_doc_family_receipt_019_inst_00_v2_copy_move_intra.png,600,900,test,MIT
syn_doc_family_receipt_019_inst_00_v3_copy_paste_inter,doc_family_receipt_019_inst_00,doc_family_receipt_019,receipt,synthetic,copy_paste_inter,1,"[59, 688, 199, 728]",5600,1.037,data\synthetic\originals\doc_family_receipt_019_inst_00.png,data\test\images\syn_doc_family_receipt_019_inst_00_v3_copy_paste_inter.png,data\test\masks\syn_doc_family_receipt_019_inst_00_v3_copy_paste_inter.png,600,900,test,MIT
syn_doc_family_receipt_019_inst_00_v4_signature_manipulation,doc_family_receipt_019_inst_00,doc_family_receipt_019,receipt,synthetic,signature_manipulation,1,"[146, 586, 278, 667]",10692,1.98,data\synthetic\originals\doc_family_receipt_019_inst_00.png,data\test\images\syn_doc_family_receipt_019_inst_00_v4_signature_manipulation.png,data\test\masks\syn_doc_family_receipt_019_inst_00_v4_signature_manipulation.png,600,900,test,MIT
syn_doc_family_receipt_020_inst_00_authentic,doc_family_receipt_020_inst_00,doc_family_receipt_020,receipt,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_receipt_020_inst_00.png,data\train\images\syn_doc_family_receipt_020_inst_00_authentic.png,data\train\masks\syn_doc_family_receipt_020_inst_00_authentic.png,600,900,train,MIT
